id,total_proteins,majority_class,majority_class_count,purity_score,infilation
85662,17,structuralAssembly,17,1,3
85689,23,lysogeny,23,1,3
85694,54,structuralAssembly,54,1,3
85699,15,structuralAssembly,15,1,3
85758,25,lysogeny,19,0.76,3
85769,43,structuralAssembly,43,1,3
85793,2,recombinationReplication,2,1,3
85861,3,recombinationReplication,3,1,3
85862,26,structuralAssembly,26,1,3
85891,26,lysis,26,1,3
85940,47,structuralAssembly,47,1,3
85956,68,structuralAssembly,42,0.617647059,3
85994,8,structuralAssembly,8,1,3
85996,25,structuralAssembly,25,1,3
86009,27,structuralAssembly,27,1,3
86159,44,structuralAssembly,44,1,3
86174,4,structuralAssembly,4,1,3
86193,16,,16,1,3
86218,19,structuralAssembly,19,1,3
86337,39,lysis,39,1,3
86375,2,,2,1,3
86425,7,lysogeny,7,1,3
86486,2,structuralAssembly,2,1,3
86516,4,recombinationReplication,3,0.75,3
86522,16,structuralAssembly,16,1,3
86535,19,lysis,18,0.947368421,3
86541,9,structuralAssembly,5,0.555555556,3
86550,3,recombinationReplication,3,1,3
86610,8,lysis,8,1,3
86635,2,lysis,2,1,3
86639,5,lysis,4,0.8,3
86713,28,structuralAssembly,15,0.535714286,3
86721,16,structuralAssembly,16,1,3
86875,3,lysis,3,1,3
86888,10,recombinationReplication,10,1,3
86920,5,recombinationReplication,5,1,3
86972,4,recombinationReplication,3,0.75,3
87163,11,structuralAssembly,11,1,3
87178,23,structuralAssembly,23,1,3
87275,2,recombinationReplication,2,1,3
87331,7,structuralAssembly,7,1,3
87360,4,,3,0.75,3
87503,10,,10,1,3
87525,13,lysogeny,13,1,3
87573,8,structuralAssembly,8,1,3
87579,9,structuralAssembly,9,1,3
87712,3,structuralAssembly,3,1,3
87768,14,structuralAssembly,14,1,3
87793,12,structuralAssembly,12,1,3
87823,2,recombinationReplication,2,1,3
87865,5,structuralAssembly,5,1,3
87913,5,,5,1,3
87949,2,structuralAssembly,2,1,3
87994,2,recombinationReplication,2,1,3
88011,8,structuralAssembly,8,1,3
88055,2,recombinationReplication,2,1,3
88193,2,structuralAssembly,2,1,3
88250,7,structuralAssembly,7,1,3
88508,3,recombinationReplication,3,1,3
88530,3,lysogeny,3,1,3
88571,20,structuralAssembly,20,1,3
88594,4,structuralAssembly,4,1,3
88595,4,lysis,4,1,3
88646,5,recombinationReplication,5,1,3
88677,5,lysogeny,5,1,3
88702,4,structuralAssembly,4,1,3
88721,2,,2,1,3
88865,2,,2,1,3
88880,2,lysis,2,1,3
88896,3,structuralAssembly,3,1,3
88917,8,structuralAssembly,8,1,3
88925,3,recombinationReplication,3,1,3
88987,8,structuralAssembly,8,1,3
89035,4,structuralAssembly,4,1,3
89056,4,lysogeny,4,1,3
89059,3,,3,1,3
89114,2,recombinationReplication,2,1,3
89149,2,structuralAssembly,2,1,3
89178,2,,2,1,3
89226,2,structuralAssembly,2,1,3
89251,6,structuralAssembly,6,1,3
89257,4,lysis,4,1,3
89505,3,structuralAssembly,3,1,3
89964,5,structuralAssembly,4,0.8,3
90426,3,structuralAssembly,3,1,3
90563,3,structuralAssembly,3,1,3
91987,4,structuralAssembly,4,1,3
92366,2,structuralAssembly,2,1,3
92881,2,structuralAssembly,2,1,3
93699,74,structuralAssembly,71,0.959459459,3
97351,3,lysogeny,3,1,3
98782,68,structuralAssembly,68,1,3
98919,10,lysogeny,9,0.9,3
100111,5,structuralAssembly,5,1,3
100177,7,,6,0.857142857,3
100180,4,structuralAssembly,4,1,3
100489,2,structuralAssembly,2,1,3
101357,22,lysogeny,22,1,3
103588,10,,10,1,3
104664,2,recombinationReplication,2,1,3
104844,11,recombinationReplication,10,0.909090909,3
105528,2,structuralAssembly,2,1,3
106561,7,structuralAssembly,7,1,3
106569,22,,22,1,3
106598,4,structuralAssembly,4,1,3
106672,24,,24,1,3
106744,4,recombinationReplication,4,1,3
106762,8,lysogeny,8,1,3
106960,3,lysogeny,3,1,3
106995,9,lysogeny,9,1,3
107036,7,structuralAssembly,7,1,3
107045,2,structuralAssembly,2,1,3
107048,6,lysogeny,6,1,3
107080,5,recombinationReplication,5,1,3
107226,4,structuralAssembly,4,1,3
107233,3,lysogeny,3,1,3
107264,4,lysogeny,4,1,3
107269,5,recombinationReplication,5,1,3
107449,4,,2,0.5,3
107555,3,,3,1,3
107571,4,lysogeny,4,1,3
107589,6,lysogeny,6,1,3
107883,2,structuralAssembly,2,1,3
107911,2,structuralAssembly,2,1,3
107994,4,structuralAssembly,4,1,3
108685,2,structuralAssembly,2,1,3
108893,2,lysogeny,2,1,3
109067,2,structuralAssembly,2,1,3
112048,2,structuralAssembly,2,1,3
112904,3,structuralAssembly,3,1,3
113789,3,lysogeny,3,1,3
114820,11,lysis,11,1,3
114965,7,lysogeny,6,0.857142857,3
116767,7,structuralAssembly,7,1,3
116889,5,structuralAssembly,5,1,3
117765,38,lysis,38,1,3
119611,4,recombinationReplication,4,1,3
120061,2,recombinationReplication,2,1,3
125604,34,structuralAssembly,34,1,3
125938,7,recombinationReplication,7,1,3
126538,382,structuralAssembly,382,1,3
126716,166,structuralAssembly,166,1,3
127861,21,recombinationReplication,21,1,3
128337,7,structuralAssembly,7,1,3
129222,7,structuralAssembly,7,1,3
129754,2,structuralAssembly,2,1,3
132044,2,,2,1,3
132445,10,structuralAssembly,10,1,3
132518,20,structuralAssembly,20,1,3
132890,5,recombinationReplication,5,1,3
133765,4,,4,1,3
134140,2,structuralAssembly,2,1,3
135320,3,lysis,3,1,3
135732,2,,2,1,3
135837,30,structuralAssembly,30,1,3
136146,7,lysis,7,1,3
138365,8,structuralAssembly,8,1,3
138912,2,structuralAssembly,2,1,3
139711,5,recombinationReplication,4,0.8,3
142454,6,recombinationReplication,5,0.833333333,3
144112,56,recombinationReplication,55,0.982142857,3
145571,77,recombinationReplication,77,1,3
145693,13,structuralAssembly,13,1,3
146229,4,recombinationReplication,4,1,3
146804,2,,2,1,3
146812,344,structuralAssembly,344,1,3
147029,7,structuralAssembly,7,1,3
147105,78,structuralAssembly,77,0.987179487,3
147645,8,lysogeny,8,1,3
147715,2,structuralAssembly,2,1,3
148502,20,structuralAssembly,20,1,3
148539,9,structuralAssembly,9,1,3
148615,4,structuralAssembly,4,1,3
148918,85,structuralAssembly,81,0.952941176,3
150008,236,,235,0.995762712,3
150422,42,structuralAssembly,42,1,3
150502,10,structuralAssembly,10,1,3
150508,65,recombinationReplication,44,0.676923077,3
150530,14,structuralAssembly,13,0.928571429,3
150912,2,lysis,2,1,3
151001,11,structuralAssembly,11,1,3
151821,3,structuralAssembly,3,1,3
151978,42,structuralAssembly,42,1,3
152060,3,,3,1,3
152142,37,structuralAssembly,37,1,3
152180,12,structuralAssembly,12,1,3
152607,2,structuralAssembly,2,1,3
152853,108,structuralAssembly,108,1,3
152884,268,lysis,266,0.992537313,3
153628,9,,8,0.888888889,3
153720,4,structuralAssembly,4,1,3
153855,2,structuralAssembly,2,1,3
153971,4,structuralAssembly,4,1,3
153998,4,structuralAssembly,4,1,3
154555,23,structuralAssembly,23,1,3
154560,84,structuralAssembly,84,1,3
154599,111,recombinationReplication,111,1,3
154690,20,recombinationReplication,20,1,3
154763,8,structuralAssembly,8,1,3
154933,5,,4,0.8,3
155019,2,structuralAssembly,2,1,3
155254,8,structuralAssembly,8,1,3
155260,9,structuralAssembly,9,1,3
155967,4,lysogeny,4,1,3
155969,3,structuralAssembly,3,1,3
155985,2,lysogeny,2,1,3
156092,45,structuralAssembly,45,1,3
156101,86,lysogeny,78,0.906976744,3
156135,61,lysogeny,53,0.868852459,3
156265,81,,81,1,3
156295,3,recombinationReplication,3,1,3
156531,15,structuralAssembly,15,1,3
156799,6,structuralAssembly,6,1,3
156947,3,lysis,2,0.666666667,3
156958,8,structuralAssembly,8,1,3
157113,6,structuralAssembly,6,1,3
157526,2,,1,0.5,3
157544,235,structuralAssembly,235,1,3
157552,29,structuralAssembly,29,1,3
157630,155,structuralAssembly,155,1,3
157665,3,,3,1,3
157723,4,structuralAssembly,4,1,3
157768,29,structuralAssembly,29,1,3
157772,23,structuralAssembly,23,1,3
157819,21,structuralAssembly,21,1,3
157822,116,structuralAssembly,116,1,3
158142,4,structuralAssembly,4,1,3
158172,26,recombinationReplication,26,1,3
158233,2,structuralAssembly,2,1,3
158260,4,lysis,3,0.75,3
158382,6,structuralAssembly,6,1,3
158436,2,lysis,2,1,3
158566,7,recombinationReplication,7,1,3
158864,64,,53,0.828125,3
158875,267,structuralAssembly,265,0.992509363,3
158880,2,recombinationReplication,2,1,3
158891,230,lysis,230,1,3
158925,324,structuralAssembly,324,1,3
158928,508,structuralAssembly,507,0.998031496,3
158983,226,structuralAssembly,226,1,3
159027,23,structuralAssembly,23,1,3
159048,6,structuralAssembly,6,1,3
159068,26,lysis,24,0.923076923,3
159073,4,,2,0.5,3
159100,18,structuralAssembly,18,1,3
159126,4,,4,1,3
159134,93,recombinationReplication,93,1,3
159215,16,lysis,16,1,3
159238,2,,2,1,3
159301,58,recombinationReplication,58,1,3
159308,15,lysogeny,14,0.933333333,3
159374,7,structuralAssembly,7,1,3
159382,16,structuralAssembly,16,1,3
159475,13,,13,1,3
159492,2,structuralAssembly,2,1,3
159513,7,recombinationReplication,7,1,3
159645,4,structuralAssembly,4,1,3
159700,3,structuralAssembly,3,1,3
159801,2,structuralAssembly,2,1,3
159806,2,structuralAssembly,2,1,3
160020,92,lysis,90,0.97826087,3
160108,3,recombinationReplication,2,0.666666667,3
160110,55,recombinationReplication,53,0.963636364,3
160127,2,,1,0.5,3
160171,188,structuralAssembly,188,1,3
160256,8,recombinationReplication,8,1,3
160259,30,structuralAssembly,30,1,3
160395,3,structuralAssembly,3,1,3
160686,15,structuralAssembly,15,1,3
160716,2,recombinationReplication,2,1,3
160853,5,structuralAssembly,5,1,3
160907,2,,1,0.5,3
160936,2,recombinationReplication,2,1,3
160967,2,structuralAssembly,2,1,3
160979,2,structuralAssembly,2,1,3
161054,5,structuralAssembly,5,1,3
161063,2,lysogeny,2,1,3
161217,2,structuralAssembly,2,1,3
161438,3,recombinationReplication,2,0.666666667,3
161442,754,structuralAssembly,749,0.9933687,3
161444,169,,169,1,3
161445,7,lysogeny,6,0.857142857,3
161449,2,,1,0.5,3
161454,391,structuralAssembly,391,1,3
161473,12,structuralAssembly,12,1,3
161474,805,structuralAssembly,805,1,3
161481,328,lysogeny,327,0.99695122,3
161491,189,structuralAssembly,189,1,3
161507,272,structuralAssembly,272,1,3
161513,92,lysogeny,92,1,3
161523,15,structuralAssembly,15,1,3
161529,404,structuralAssembly,402,0.995049505,3
161532,11,structuralAssembly,11,1,3
161544,141,structuralAssembly,141,1,3
161554,108,structuralAssembly,108,1,3
161567,259,structuralAssembly,256,0.988416988,3
161570,45,,42,0.933333333,3
161587,3,structuralAssembly,3,1,3
161623,160,structuralAssembly,160,1,3
161636,21,lysis,21,1,3
161643,43,recombinationReplication,43,1,3
161653,154,recombinationReplication,154,1,3
161672,17,structuralAssembly,17,1,3
161688,51,lysis,50,0.980392157,3
161696,14,structuralAssembly,14,1,3
161708,375,structuralAssembly,347,0.925333333,3
161709,61,lysogeny,60,0.983606557,3
161715,11,structuralAssembly,11,1,3
161731,207,structuralAssembly,207,1,3
161734,4,structuralAssembly,4,1,3
161735,6,structuralAssembly,6,1,3
161740,47,structuralAssembly,47,1,3
161744,48,lysis,40,0.833333333,3
161749,9,lysogeny,9,1,3
161757,2,structuralAssembly,2,1,3
161765,7,structuralAssembly,7,1,3
161767,54,structuralAssembly,54,1,3
161798,92,,92,1,3
161806,91,structuralAssembly,91,1,3
161812,48,structuralAssembly,48,1,3
161828,4,recombinationReplication,3,0.75,3
161829,94,lysogeny,93,0.989361702,3
161835,3,recombinationReplication,3,1,3
161838,4,structuralAssembly,4,1,3
161840,20,structuralAssembly,20,1,3
161867,4,structuralAssembly,4,1,3
161870,71,recombinationReplication,71,1,3
161871,2,recombinationReplication,2,1,3
161874,3,,3,1,3
161878,43,recombinationReplication,43,1,3
161879,13,structuralAssembly,11,0.846153846,3
161892,6,structuralAssembly,6,1,3
161897,56,structuralAssembly,56,1,3
161912,2,lysis,2,1,3
161913,93,lysis,93,1,3
161915,26,recombinationReplication,26,1,3
161922,22,,22,1,3
161928,2,recombinationReplication,2,1,3
161945,11,lysogeny,11,1,3
161956,32,lysogeny,32,1,3
161975,2,lysis,1,0.5,3
161983,4,lysis,4,1,3
162007,28,recombinationReplication,28,1,3
162008,21,structuralAssembly,21,1,3
162015,27,lysogeny,27,1,3
162055,27,,27,1,3
162065,16,recombinationReplication,16,1,3
162072,2,recombinationReplication,2,1,3
162084,7,recombinationReplication,7,1,3
162086,15,lysis,14,0.933333333,3
162090,3,structuralAssembly,3,1,3
162098,8,lysogeny,7,0.875,3
162104,17,,17,1,3
162113,7,lysis,7,1,3
162125,6,structuralAssembly,6,1,3
162141,2,,1,0.5,3
162161,8,recombinationReplication,8,1,3
162236,3,,3,1,3
162241,15,structuralAssembly,15,1,3
162243,6,recombinationReplication,6,1,3
162257,14,lysogeny,14,1,3
162275,10,recombinationReplication,10,1,3
162299,3,structuralAssembly,3,1,3
162307,11,structuralAssembly,11,1,3
162318,10,structuralAssembly,10,1,3
162340,2,,2,1,3
162348,2,structuralAssembly,2,1,3
162351,6,lysogeny,6,1,3
162422,5,lysogeny,4,0.8,3
162423,4,recombinationReplication,4,1,3
162450,2,recombinationReplication,2,1,3
162453,4,structuralAssembly,4,1,3
162470,6,structuralAssembly,6,1,3
162564,6,structuralAssembly,6,1,3
162710,3,lysogeny,2,0.666666667,3
162732,2,lysis,2,1,3
162900,1800,structuralAssembly,1797,0.998333333,3
162903,30,lysogeny,30,1,3
162905,8,recombinationReplication,8,1,3
162908,14,structuralAssembly,14,1,3
162909,21,recombinationReplication,19,0.904761905,3
162916,11,structuralAssembly,11,1,3
162917,459,structuralAssembly,459,1,3
162922,31,structuralAssembly,30,0.967741935,3
162923,47,structuralAssembly,47,1,3
162930,357,structuralAssembly,356,0.99719888,3
162932,159,recombinationReplication,159,1,3
162934,47,,47,1,3
162936,140,lysogeny,139,0.992857143,3
162939,18,recombinationReplication,18,1,3
162943,3,structuralAssembly,3,1,3
162946,239,structuralAssembly,239,1,3
162948,4,structuralAssembly,4,1,3
162949,17,recombinationReplication,17,1,3
162951,315,structuralAssembly,315,1,3
162961,39,structuralAssembly,39,1,3
162962,29,lysis,29,1,3
162963,13,structuralAssembly,13,1,3
162968,32,structuralAssembly,32,1,3
162971,141,structuralAssembly,138,0.978723404,3
162972,131,lysis,131,1,3
162975,8,,8,1,3
162976,97,structuralAssembly,97,1,3
162979,13,recombinationReplication,12,0.923076923,3
162980,97,structuralAssembly,97,1,3
162981,34,,34,1,3
162988,125,lysis,123,0.984,3
162990,53,structuralAssembly,53,1,3
162994,6,structuralAssembly,6,1,3
162996,47,structuralAssembly,47,1,3
162999,6,structuralAssembly,6,1,3
163001,44,structuralAssembly,44,1,3
163012,19,structuralAssembly,19,1,3
163014,2,structuralAssembly,2,1,3
163036,3,lysogeny,3,1,3
163037,2,structuralAssembly,2,1,3
163040,7,structuralAssembly,7,1,3
163045,3,structuralAssembly,3,1,3
163047,4,structuralAssembly,4,1,3
163048,7,structuralAssembly,7,1,3
163054,13,lysogeny,13,1,3
163068,7,structuralAssembly,7,1,3
163092,2,lysis,2,1,3
163118,9,structuralAssembly,9,1,3
163145,4,structuralAssembly,4,1,3
163157,2,structuralAssembly,2,1,3
1,508,recombinationReplication,453,0.891732283,2.5
2,5,recombinationReplication,4,0.8,2.5
3,581,recombinationReplication,581,1,2.5
4,728,lysogeny,721,0.990384615,2.5
5,4,recombinationReplication,4,1,2.5
7,707,lysogeny,693,0.98019802,2.5
8,384,recombinationReplication,384,1,2.5
9,2,recombinationReplication,2,1,2.5
11,354,lysogeny,351,0.991525424,2.5
12,142,recombinationReplication,142,1,2.5
13,174,lysogeny,94,0.540229885,2.5
14,301,recombinationReplication,301,1,2.5
15,23,recombinationReplication,23,1,2.5
16,16,recombinationReplication,16,1,2.5
17,743,structuralAssembly,743,1,2.5
18,157,recombinationReplication,104,0.662420382,2.5
19,189,structuralAssembly,143,0.756613757,2.5
20,1210,structuralAssembly,1145,0.946280992,2.5
22,11,recombinationReplication,11,1,2.5
24,252,recombinationReplication,200,0.793650794,2.5
26,162,structuralAssembly,162,1,2.5
28,13,recombinationReplication,13,1,2.5
29,86,recombinationReplication,86,1,2.5
31,174,recombinationReplication,174,1,2.5
32,332,lysogeny,327,0.984939759,2.5
33,99,structuralAssembly,99,1,2.5
34,239,recombinationReplication,238,0.9958159,2.5
35,99,structuralAssembly,99,1,2.5
37,8,recombinationReplication,8,1,2.5
38,127,recombinationReplication,127,1,2.5
39,121,recombinationReplication,121,1,2.5
40,16,structuralAssembly,14,0.875,2.5
41,278,lysogeny,278,1,2.5
42,44,lysogeny,44,1,2.5
43,1534,recombinationReplication,1534,1,2.5
44,870,structuralAssembly,870,1,2.5
45,800,structuralAssembly,779,0.97375,2.5
46,508,recombinationReplication,508,1,2.5
47,126,structuralAssembly,126,1,2.5
48,2,recombinationReplication,2,1,2.5
49,259,recombinationReplication,259,1,2.5
50,189,recombinationReplication,186,0.984126984,2.5
51,268,lysogeny,260,0.970149254,2.5
52,85,recombinationReplication,85,1,2.5
53,57,recombinationReplication,56,0.98245614,2.5
54,151,recombinationReplication,150,0.993377483,2.5
55,127,recombinationReplication,127,1,2.5
58,250,structuralAssembly,247,0.988,2.5
59,242,recombinationReplication,242,1,2.5
60,531,recombinationReplication,531,1,2.5
61,2,recombinationReplication,2,1,2.5
63,81,recombinationReplication,81,1,2.5
69,48,recombinationReplication,47,0.979166667,2.5
70,47,recombinationReplication,47,1,2.5
71,2,recombinationReplication,2,1,2.5
72,180,structuralAssembly,180,1,2.5
73,235,structuralAssembly,235,1,2.5
75,54,recombinationReplication,54,1,2.5
76,347,recombinationReplication,345,0.994236311,2.5
77,157,lysis,99,0.630573248,2.5
78,111,recombinationReplication,111,1,2.5
79,26,recombinationReplication,25,0.961538462,2.5
80,77,recombinationReplication,77,1,2.5
81,172,structuralAssembly,172,1,2.5
85,39,recombinationReplication,39,1,2.5
86,132,recombinationReplication,132,1,2.5
87,41,recombinationReplication,41,1,2.5
88,27,lysogeny,27,1,2.5
90,2,recombinationReplication,2,1,2.5
95,11,structuralAssembly,10,0.909090909,2.5
96,146,recombinationReplication,145,0.993150685,2.5
97,50,recombinationReplication,50,1,2.5
98,310,recombinationReplication,310,1,2.5
100,18,recombinationReplication,18,1,2.5
101,196,recombinationReplication,196,1,2.5
102,7,recombinationReplication,7,1,2.5
103,81,recombinationReplication,68,0.839506173,2.5
104,112,lysis,94,0.839285714,2.5
105,153,structuralAssembly,153,1,2.5
106,2,structuralAssembly,2,1,2.5
107,73,structuralAssembly,73,1,2.5
109,134,recombinationReplication,134,1,2.5
111,109,recombinationReplication,109,1,2.5
113,39,recombinationReplication,39,1,2.5
114,91,recombinationReplication,91,1,2.5
117,43,recombinationReplication,43,1,2.5
119,37,recombinationReplication,36,0.972972973,2.5
121,521,structuralAssembly,515,0.988483685,2.5
124,123,recombinationReplication,121,0.983739837,2.5
125,85,structuralAssembly,81,0.952941176,2.5
129,2,recombinationReplication,2,1,2.5
131,189,recombinationReplication,188,0.994708995,2.5
133,5,recombinationReplication,5,1,2.5
134,26,recombinationReplication,26,1,2.5
135,14,recombinationReplication,14,1,2.5
136,8,recombinationReplication,8,1,2.5
137,791,structuralAssembly,787,0.99494311,2.5
138,581,structuralAssembly,580,0.99827883,2.5
139,1253,structuralAssembly,1253,1,2.5
140,9,structuralAssembly,9,1,2.5
141,467,structuralAssembly,455,0.974304069,2.5
142,437,recombinationReplication,436,0.99771167,2.5
144,326,structuralAssembly,326,1,2.5
145,2,recombinationReplication,2,1,2.5
149,512,lysogeny,510,0.99609375,2.5
151,6,recombinationReplication,6,1,2.5
153,187,lysogeny,185,0.989304813,2.5
154,247,recombinationReplication,247,1,2.5
158,18,recombinationReplication,17,0.944444444,2.5
160,115,recombinationReplication,112,0.973913043,2.5
161,453,recombinationReplication,343,0.757174393,2.5
164,58,recombinationReplication,49,0.844827586,2.5
167,60,recombinationReplication,60,1,2.5
170,93,lysogeny,66,0.709677419,2.5
171,2,recombinationReplication,2,1,2.5
172,8,recombinationReplication,8,1,2.5
174,4,recombinationReplication,3,0.75,2.5
176,10,recombinationReplication,9,0.9,2.5
179,69,recombinationReplication,69,1,2.5
189,1056,structuralAssembly,1056,1,2.5
190,215,structuralAssembly,215,1,2.5
191,338,recombinationReplication,336,0.99408284,2.5
192,186,recombinationReplication,186,1,2.5
193,192,recombinationReplication,192,1,2.5
194,534,lysis,532,0.996254682,2.5
195,30,structuralAssembly,30,1,2.5
196,254,structuralAssembly,253,0.996062992,2.5
198,394,recombinationReplication,394,1,2.5
199,2,lysogeny,2,1,2.5
200,316,structuralAssembly,315,0.996835443,2.5
201,412,structuralAssembly,412,1,2.5
202,248,structuralAssembly,248,1,2.5
204,2,recombinationReplication,2,1,2.5
205,143,recombinationReplication,143,1,2.5
206,2,recombinationReplication,2,1,2.5
207,177,structuralAssembly,177,1,2.5
209,278,structuralAssembly,278,1,2.5
210,205,recombinationReplication,157,0.765853659,2.5
211,101,recombinationReplication,101,1,2.5
212,27,recombinationReplication,27,1,2.5
214,14,recombinationReplication,14,1,2.5
215,3,lysis,3,1,2.5
216,138,recombinationReplication,137,0.992753623,2.5
217,222,lysogeny,187,0.842342342,2.5
218,287,structuralAssembly,287,1,2.5
220,145,structuralAssembly,105,0.724137931,2.5
221,15,recombinationReplication,15,1,2.5
222,214,structuralAssembly,214,1,2.5
223,189,structuralAssembly,189,1,2.5
224,12,lysis,12,1,2.5
231,9,recombinationReplication,9,1,2.5
232,47,lysis,38,0.808510638,2.5
235,58,structuralAssembly,54,0.931034483,2.5
237,71,recombinationReplication,71,1,2.5
238,175,lysis,174,0.994285714,2.5
240,10,recombinationReplication,10,1,2.5
241,54,recombinationReplication,54,1,2.5
242,53,structuralAssembly,53,1,2.5
248,26,recombinationReplication,26,1,2.5
249,2,recombinationReplication,2,1,2.5
251,47,recombinationReplication,47,1,2.5
254,62,structuralAssembly,62,1,2.5
255,2,recombinationReplication,2,1,2.5
256,58,recombinationReplication,58,1,2.5
257,53,recombinationReplication,53,1,2.5
265,21,recombinationReplication,15,0.714285714,2.5
271,15,structuralAssembly,15,1,2.5
278,12,recombinationReplication,8,0.666666667,2.5
280,144,recombinationReplication,144,1,2.5
284,10,recombinationReplication,10,1,2.5
285,7,structuralAssembly,7,1,2.5
287,5,recombinationReplication,5,1,2.5
288,14,lysogeny,9,0.642857143,2.5
289,3051,structuralAssembly,3045,0.998033432,2.5
290,14,structuralAssembly,13,0.928571429,2.5
291,21,lysis,21,1,2.5
293,424,lysis,235,0.554245283,2.5
294,4,lysogeny,4,1,2.5
295,35,recombinationReplication,35,1,2.5
298,178,recombinationReplication,178,1,2.5
300,340,structuralAssembly,340,1,2.5
301,442,structuralAssembly,442,1,2.5
302,10,recombinationReplication,7,0.7,2.5
304,215,structuralAssembly,213,0.990697674,2.5
307,170,recombinationReplication,170,1,2.5
309,172,structuralAssembly,172,1,2.5
310,25,lysis,18,0.72,2.5
311,160,structuralAssembly,160,1,2.5
312,3,structuralAssembly,2,0.666666667,2.5
313,166,structuralAssembly,166,1,2.5
316,13,recombinationReplication,13,1,2.5
319,182,recombinationReplication,182,1,2.5
320,209,structuralAssembly,209,1,2.5
322,105,recombinationReplication,104,0.99047619,2.5
323,7,lysogeny,4,0.571428571,2.5
324,300,lysis,298,0.993333333,2.5
325,2,recombinationReplication,2,1,2.5
326,10,recombinationReplication,10,1,2.5
327,102,structuralAssembly,102,1,2.5
329,8,recombinationReplication,8,1,2.5
332,68,recombinationReplication,67,0.985294118,2.5
333,55,structuralAssembly,55,1,2.5
334,11,recombinationReplication,11,1,2.5
335,65,recombinationReplication,65,1,2.5
336,54,structuralAssembly,54,1,2.5
337,4,recombinationReplication,4,1,2.5
338,2,structuralAssembly,2,1,2.5
341,51,lysis,50,0.980392157,2.5
342,67,structuralAssembly,67,1,2.5
343,91,recombinationReplication,91,1,2.5
344,14,structuralAssembly,11,0.785714286,2.5
346,178,lysis,177,0.994382022,2.5
347,166,lysogeny,142,0.855421687,2.5
348,4,recombinationReplication,4,1,2.5
350,34,structuralAssembly,34,1,2.5
352,20,recombinationReplication,20,1,2.5
361,51,lysogeny,43,0.843137255,2.5
371,25,recombinationReplication,25,1,2.5
372,36,recombinationReplication,36,1,2.5
373,53,recombinationReplication,53,1,2.5
374,47,recombinationReplication,47,1,2.5
375,38,recombinationReplication,38,1,2.5
376,27,recombinationReplication,26,0.962962963,2.5
379,24,recombinationReplication,24,1,2.5
381,7,recombinationReplication,7,1,2.5
383,8,recombinationReplication,8,1,2.5
390,2,lysis,1,0.5,2.5
396,49,recombinationReplication,49,1,2.5
397,4,recombinationReplication,4,1,2.5
401,120,lysogeny,116,0.966666667,2.5
402,13,structuralAssembly,8,0.615384615,2.5
404,19,structuralAssembly,19,1,2.5
405,4,recombinationReplication,4,1,2.5
407,38,recombinationReplication,37,0.973684211,2.5
414,54,recombinationReplication,36,0.666666667,2.5
418,2,recombinationReplication,1,0.5,2.5
423,16,structuralAssembly,16,1,2.5
426,3,recombinationReplication,3,1,2.5
428,7,recombinationReplication,7,1,2.5
432,13,recombinationReplication,13,1,2.5
433,8,recombinationReplication,8,1,2.5
434,21,structuralAssembly,19,0.904761905,2.5
436,15,lysogeny,11,0.733333333,2.5
437,9,recombinationReplication,9,1,2.5
439,16,structuralAssembly,16,1,2.5
441,3,structuralAssembly,3,1,2.5
443,9,structuralAssembly,9,1,2.5
450,843,structuralAssembly,843,1,2.5
451,1638,structuralAssembly,1638,1,2.5
452,931,recombinationReplication,823,0.883995704,2.5
453,932,structuralAssembly,932,1,2.5
454,380,lysis,380,1,2.5
458,592,structuralAssembly,592,1,2.5
459,522,lysis,522,1,2.5
460,265,lysis,265,1,2.5
461,269,lysis,266,0.988847584,2.5
462,254,structuralAssembly,254,1,2.5
463,371,recombinationReplication,279,0.752021563,2.5
465,311,structuralAssembly,306,0.98392283,2.5
466,278,structuralAssembly,278,1,2.5
468,23,recombinationReplication,17,0.739130435,2.5
469,370,structuralAssembly,370,1,2.5
472,2,recombinationReplication,2,1,2.5
474,306,structuralAssembly,306,1,2.5
477,302,lysis,161,0.533112583,2.5
479,133,lysis,133,1,2.5
481,11,structuralAssembly,11,1,2.5
484,59,recombinationReplication,58,0.983050847,2.5
485,521,lysis,513,0.984644914,2.5
486,56,structuralAssembly,56,1,2.5
487,194,recombinationReplication,194,1,2.5
488,3,recombinationReplication,3,1,2.5
490,2,recombinationReplication,2,1,2.5
492,19,recombinationReplication,19,1,2.5
493,157,recombinationReplication,157,1,2.5
495,132,lysis,131,0.992424242,2.5
496,253,structuralAssembly,253,1,2.5
497,83,recombinationReplication,83,1,2.5
498,98,structuralAssembly,98,1,2.5
502,24,structuralAssembly,15,0.625,2.5
503,134,lysogeny,131,0.97761194,2.5
504,147,recombinationReplication,146,0.993197279,2.5
505,92,structuralAssembly,92,1,2.5
506,3,recombinationReplication,3,1,2.5
511,142,recombinationReplication,142,1,2.5
513,20,structuralAssembly,20,1,2.5
515,72,lysogeny,72,1,2.5
516,116,recombinationReplication,116,1,2.5
519,61,recombinationReplication,58,0.950819672,2.5
520,70,recombinationReplication,70,1,2.5
525,7,recombinationReplication,7,1,2.5
526,84,recombinationReplication,84,1,2.5
527,62,structuralAssembly,62,1,2.5
528,43,recombinationReplication,43,1,2.5
529,26,structuralAssembly,26,1,2.5
532,53,structuralAssembly,53,1,2.5
536,52,recombinationReplication,33,0.634615385,2.5
